weak,strong,sentence,Yes,No,answer
probably,necessarily,The traffic will probably get worse.,The traffic will not necessarily get worse.,The traffic will necessarily get worse.,Yes
probably,necessarily,The decision will probably be delayed.,The decision will not necessarily be delayed.,The decision will necessarily be delayed.,Yes
probably,necessarily,The children will probably enjoy the trip.,The children will not necessarily enjoy the trip.,The children will necessarily enjoy the trip.,Yes
probably,necessarily,The plan will probably change.,The plan will not necessarily change.,The plan will necessarily change.,Yes
probably,necessarily,She will probably bring a friend.,She will not necessarily bring a friend.,She will necessarily bring a friend.,Yes
probably,necessarily,The situation will probably improve.,The situation will not necessarily improve.,The situation will necessarily improve.,Yes
probably,necessarily,The meeting will probably end early.,The meeting will not necessarily end early.,The meeting will necessarily end early.,Yes
probably,necessarily,The report will probably be ready tomorrow.,The report will not necessarily be ready tomorrow.,The report will necessarily be ready tomorrow.,Yes
probably,necessarily,He will probably forget the appointment.,He will not necessarily forget the appointment.,He will necessarily forget the appointment.,Yes
probably,necessarily,The weather will probably stay the same.,The weather will not necessarily stay the same.,The weather will necessarily stay the same.,Yes
probably,necessarily,The shop will probably have what we need.,The shop will not necessarily have what we need.,The shop will necessarily have what we need.,Yes
probably,necessarily,The company will probably hire more people.,The company will not necessarily hire more people.,The company will necessarily hire more people.,Yes
probably,necessarily,The proposal will probably be approved.,The proposal will not necessarily be approved.,The proposal will necessarily be approved.,Yes
probably,necessarily,The concert will probably sell out.,The concert will not necessarily sell out.,The concert will necessarily sell out.,Yes
probably,necessarily,The car will probably need repairs soon.,The car will not necessarily need repairs soon.,The car will necessarily need repairs soon.,Yes
probably,necessarily,The presentation will probably go smoothly.,The presentation will not necessarily go smoothly.,The presentation will necessarily go smoothly.,Yes
probably,necessarily,The email will probably be answered quickly.,The email will not necessarily be answered quickly.,The email will necessarily be answered quickly.,Yes
probably,necessarily,The new product will probably be popular.,The new product will not necessarily be popular.,The new product will necessarily be popular.,Yes
probably,necessarily,The game will probably end in a tie.,The game will not necessarily end in a tie.,The game will necessarily end in a tie.,Yes
probably,necessarily,The candidate will probably win the election.,The candidate will not necessarily win the election.,The candidate will necessarily win the election.,Yes
probably,necessarily,The coffee will probably be too hot.,The coffee will not necessarily be too hot.,The coffee will necessarily be too hot.,Yes
probably,necessarily,The delivery will probably be late.,The delivery will not necessarily be late.,The delivery will necessarily be late.,Yes
probably,necessarily,The policy will probably be updated.,The policy will not necessarily be updated.,The policy will necessarily be updated.,Yes
probably,necessarily,The client will probably approve the design.,The client will not necessarily approve the design.,The client will necessarily approve the design.,Yes
probably,necessarily,The office will probably be closed tomorrow.,The office will not necessarily be closed tomorrow.,The office will necessarily be closed tomorrow.,Yes
probably,necessarily,The party will probably be fun.,The party will not necessarily be fun.,The party will necessarily be fun.,Yes
probably,necessarily,The house will probably sell quickly.,The house will not necessarily sell quickly.,The house will necessarily sell quickly.,Yes
probably,necessarily,The meeting will probably take longer than expected.,The meeting will not necessarily take longer than expected.,The meeting will necessarily take longer than expected.,Yes
probably,necessarily,The computer will probably crash again.,The computer will not necessarily crash again.,The computer will necessarily crash again.,Yes
probably,necessarily,The guests will probably arrive early.,The guests will not necessarily arrive early.,The guests will necessarily arrive early.,Yes
probably,necessarily,The movie will probably be too long.,The movie will not necessarily be too long.,The movie will necessarily be too long.,Yes
probably,necessarily,The book will probably be a bestseller.,The book will not necessarily be a bestseller.,The book will necessarily be a bestseller.,Yes
probably,necessarily,The store will probably have a sale soon.,The store will not necessarily have a sale soon.,The store will necessarily have a sale soon.,Yes
probably,necessarily,The traffic will probably clear up.,The traffic will not necessarily clear up.,The traffic will necessarily clear up.,Yes
probably,necessarily,The test will probably be difficult.,The test will not necessarily be difficult.,The test will necessarily be difficult.,Yes
probably,necessarily,The customer will probably complain.,The customer will not necessarily complain.,The customer will necessarily complain.,Yes
probably,necessarily,The answer will probably be yes.,The answer will not necessarily be yes.,The answer will necessarily be yes.,Yes
probably,necessarily,The feedback will probably be positive.,The feedback will not necessarily be positive.,The feedback will necessarily be positive.,Yes
probably,necessarily,The vacation will probably be relaxing.,The vacation will not necessarily be relaxing.,The vacation will necessarily be relaxing.,Yes
probably,necessarily,The cake will probably need more time to bake.,The cake will not necessarily need more time to bake.,The cake will necessarily need more time to bake.,Yes
probably,necessarily,The tour will probably start at 10 AM.,The tour will not necessarily start at 10 AM.,The tour will necessarily start at 10 AM.,Yes
probably,necessarily,The budget will probably need adjustments.,The budget will not necessarily need adjustments.,The budget will necessarily need adjustments.,Yes
probably,necessarily,The team will probably win the match.,The team will not necessarily win the match.,The team will necessarily win the match.,Yes
probably,necessarily,The contract will probably be signed next week.,The contract will not necessarily be signed next week.,The contract will necessarily be signed next week.,Yes
probably,necessarily,The weather will probably get colder.,The weather will not necessarily get colder.,The weather will necessarily get colder.,Yes
probably,necessarily,The report will probably be finished by Friday.,The report will not necessarily be finished by Friday.,The report will necessarily be finished by Friday.,Yes
probably,necessarily,The boss will probably approve the idea.,The boss will not necessarily approve the idea.,The boss will necessarily approve the idea.,Yes
probably,necessarily,The restaurant will probably have a special offer.,The restaurant will not necessarily have a special offer.,The restaurant will necessarily have a special offer.,Yes
probably,necessarily,The flight will probably be crowded.,The flight will not necessarily be crowded.,The flight will necessarily be crowded.,Yes
probably,necessarily,The test results will probably take a few days.,The test results will not necessarily take a few days.,The test results will necessarily take a few days.,Yes
probably,necessarily,The conference will probably be postponed.,The conference will not necessarily be postponed.,The conference will necessarily be postponed.,Yes
probably,necessarily,The situation will probably get worse before it gets better.,The situation will not necessarily get worse before it gets better.,The situation will necessarily get worse before it gets better.,Yes
probably,necessarily,The assignment will probably take a few hours.,The assignment will not necessarily take a few hours.,The assignment will necessarily take a few hours.,Yes
probably,necessarily,The team will probably practice tomorrow.,The team will not necessarily practice tomorrow.,The team will necessarily practice tomorrow.,Yes
probably,necessarily,The meeting will probably be rescheduled.,The meeting will not necessarily be rescheduled.,The meeting will necessarily be rescheduled.,Yes
probably,necessarily,The payment will probably be processed soon.,The payment will not necessarily be processed soon.,The payment will necessarily be processed soon.,Yes
